label,total_minutes,switch_count,longest_session_minutes,productive_minutes,productive_ratio,tod_morning_minutes,tod_afternoon_minutes,tod_evening_minutes,tod_night_minutes,study_minutes,social_minutes,entertainment_minutes,productivity_minutes,travel_minutes,category_count,category_entropy
study_block,737.16,5.15,234.27,587.77,0.7973,133.91,298.54,225.51,47.38,410.25,57.79,41.39,177.52,13.14,4,1.599707
study_block,734.01,2.65,228.9,592.42,0.8071,136.74,272.2,247.69,65.01,409.58,49.31,41.84,182.84,32.81,5,1.672801
study_block,767.32,4.52,256.67,619.1,0.8068,138.43,305.7,244.37,50.32,413.88,28.77,37.34,205.22,17.28,4,1.513625
study_block,713.75,3.64,224.06,642.21,0.8998,126.8,303.03,219.64,49.04,436.32,30.35,33.58,205.89,21.85,5,1.505603
study_block,747.25,2.83,263.78,593.58,0.7944,135.68,329.23,229.18,65.66,411.95,45.89,46.27,181.62,27.69,5,1.652497
study_block,780.74,5.49,241.23,636.13,0.8148,113.71,303.76,230.99,63.96,468.9,48.92,34.13,167.23,25.61,5,1.533169
study_block,718.95,2.57,257.53,590.96,0.822,113.19,320.88,244.98,74.97,404.39,52.51,55.34,186.56,13.04,4,1.6394
study_block,707.97,3.34,267.41,600.33,0.848,121.54,300.4,221.2,45.18,416.7,49.95,24.36,183.62,17.83,4,1.52817
study_block,746.02,3.49,240.28,610.77,0.8187,137.59,324.97,244.86,64.37,417.31,49.18,24.93,193.46,17.22,4,1.529394
study_block,717.41,3.74,264.56,643.7,0.8973,144.74,287.96,241.25,54.47,440.18,46.33,34.72,203.52,31.82,5,1.607224
study_block,725.02,5.41,236.83,597.79,0.8245,109.37,329.02,236.33,70.27,406.66,55.78,52.42,191.13,21.49,5,1.683306
study_block,729.94,3.44,221.9,606.88,0.8314,126.21,299.82,216.88,58.56,421.17,58.13,48.05,185.71,29.93,5,1.693954
study_block,783.1,5.24,246.63,575.43,0.7348,109.1,298.96,230.0,50.71,407.29,31.04,49.12,168.14,31.67,5,1.622723
study_block,779.31,4.97,276.28,630.01,0.8084,137.78,277.96,241.23,58.78,448.6,54.92,28.59,181.42,33.92,5,1.597174
study_block,749.91,2.76,248.01,582.03,0.7761,110.03,301.23,237.95,54.37,431.79,60.56,45.99,150.25,27.26,5,1.648069
study_block,730.86,3.46,246.47,618.5,0.8463,113.18,278.96,218.68,45.46,414.97,38.55,30.16,203.53,19.64,4,1.534968
study_block,737.21,4.61,237.0,593.52,0.8051,118.77,274.27,235.66,55.16,431.12,39.61,34.19,162.39,16.4,4,1.495371
study_block,712.11,3.78,230.74,578.65,0.8126,134.23,305.57,246.81,65.98,400.41,51.32,27.39,178.24,14.29,4,1.54268
study_block,736.28,5.42,265.34,614.04,0.834,128.49,277.91,245.64,72.59,415.0,52.66,45.47,199.05,25.8,5,1.665562
study_block,715.56,3.17,271.67,617.52,0.863,135.15,324.77,224.6,65.99,426.45,52.57,38.89,191.07,18.56,4,1.593104
study_block,743.13,3.55,247.67,656.05,0.8828,115.52,316.08,235.22,48.82,453.1,43.32,24.97,202.94,24.41,5,1.511503
study_block,664.41,4.1,244.05,653.21,0.9831,126.19,307.25,232.4,74.22,455.4,38.73,44.78,197.81,32.02,5,1.598508
study_block,703.73,4.86,252.67,616.09,0.8755,118.39,309.76,208.89,72.93,417.26,48.27,49.1,198.83,23.45,5,1.650777
study_block,730.39,3.03,277.35,614.46,0.8413,111.06,276.52,245.7,68.14,428.93,43.66,41.76,185.53,32.73,5,1.632343
study_block,703.05,5.21,258.17,619.15,0.8807,108.01,278.8,212.46,60.94,429.54,30.26,50.15,189.61,34.29,5,1.617484
study_block,704.6,5.24,238.27,597.97,0.8487,149.51,296.08,254.13,55.33,436.23,51.53,34.13,161.74,26.69,5,1.580946
study_block,662.5,3.61,252.93,599.83,0.9054,110.34,312.2,246.04,55.78,390.65,41.55,28.08,209.19,20.06,5,1.567209
study_block,770.57,3.65,242.89,623.37,0.809,131.99,309.75,228.74,50.65,459.25,52.28,36.62,164.11,20.64,5,1.538747
study_block,703.84,2.9,224.3,664.36,0.9439,108.69,313.28,229.34,58.1,463.96,32.55,55.92,200.4,29.08,5,1.589903
study_block,788.63,4.31,245.54,585.31,0.7422,115.91,300.56,232.6,58.5,396.77,41.97,38.59,188.53,31.93,5,1.651738
study_block,699.74,4.01,244.65,591.14,0.8448,132.03,292.02,253.91,62.04,404.86,47.81,51.1,186.27,18.68,4,1.642347
study_block,748.68,5.45,279.02,577.95,0.7719,142.27,297.9,208.91,71.7,399.05,51.86,28.55,178.89,30.55,5,1.632007
study_block,662.38,4.89,238.75,622.3,0.9395,110.32,290.61,243.93,59.07,427.8,61.57,26.5,194.5,28.21,5,1.614224
study_block,721.77,3.37,222.12,621.57,0.8612,148.61,314.97,241.35,61.91,427.54,42.16,54.74,194.03,32.16,5,1.670554
study_block,658.6,4.37,237.21,588.0,0.8928,111.63,300.34,247.57,53.34,427.85,28.86,55.69,160.14,32.41,5,1.605264
study_block,668.56,4.28,229.07,613.95,0.9183,127.65,318.47,218.06,66.02,412.48,27.51,27.57,201.47,17.19,4,1.466116
study_block,717.89,5.3,229.25,655.67,0.9133,129.82,329.62,243.52,52.14,453.95,39.34,26.7,201.72,16.48,4,1.46391
study_block,711.63,4.77,226.96,603.66,0.8483,115.37,293.92,220.07,67.38,441.01,53.44,35.04,162.65,28.41,5,1.592614
study_block,755.34,5.11,220.71,605.39,0.8015,148.8,296.93,238.92,73.85,432.6,52.4,39.19,172.79,16.48,4,1.56532
study_block,745.6,5.25,271.5,598.34,0.8025,122.74,286.03,209.91,64.63,393.28,49.95,54.6,205.06,23.36,5,1.700119
study_block,704.76,3.51,261.42,646.8,0.9178,115.92,302.86,238.64,69.95,451.85,53.44,42.84,194.95,17.68,4,1.578772
study_block,651.67,3.08,221.42,554.05,0.8502,112.05,326.31,237.83,70.06,397.82,43.05,31.02,156.23,19.8,4,1.550499
study_block,783.07,4.47,273.99,633.53,0.809,132.91,328.03,249.8,65.87,441.05,31.32,51.41,192.48,16.12,4,1.531961
study_block,685.47,3.78,274.2,633.53,0.9242,141.87,289.4,213.1,47.22,427.36,50.0,53.53,206.17,19.63,4,1.642628
study_block,758.79,3.82,249.5,590.58,0.7783,148.86,306.62,213.92,59.76,420.62,29.16,54.58,169.96,19.35,4,1.559628
study_block,670.14,2.81,224.38,614.6,0.9171,133.14,285.04,227.29,71.9,451.5,50.16,53.2,163.1,30.17,5,1.638172
study_block,670.84,5.21,254.48,647.2,0.9648,130.68,326.39,229.53,58.08,441.23,50.93,32.53,205.97,29.8,5,1.604924
study_block,768.17,4.95,248.92,649.6,0.8456,132.96,326.1,222.95,65.46,452.47,46.44,24.11,197.12,35.9,5,1.56342
study_block,706.09,2.74,247.58,648.11,0.9179,141.73,308.87,213.83,46.18,440.58,30.26,41.11,207.53,36.06,5,1.589708
study_block,703.78,2.75,257.97,597.03,0.8483,140.35,278.4,214.65,66.59,405.28,59.27,44.18,191.75,21.62,5,1.669871
study_block,733.01,5.0,246.96,582.92,0.7952,151.82,272.22,207.8,68.63,429.14,46.46,33.85,153.78,25.81,5,1.561759
study_block,655.99,5.12,228.94,597.88,0.9114,133.49,325.49,206.84,49.25,399.45,51.02,38.67,198.43,29.27,5,1.670036
study_block,741.54,3.02,223.0,632.78,0.8533,121.52,317.62,227.81,50.12,427.7,28.65,46.44,205.08,16.13,4,1.524907
study_block,732.75,4.91,245.57,611.8,0.8349,143.71,328.93,238.92,54.73,455.42,44.9,49.57,156.38,18.29,4,1.545848
study_block,786.62,4.28,240.13,594.32,0.7555,113.31,278.47,225.76,65.89,436.08,57.11,49.38,158.24,31.34,5,1.666949
study_block,727.48,4.34,266.66,630.63,0.8669,108.69,299.22,205.32,50.38,425.09,28.47,27.2,205.54,33.34,5,1.533276
study_block,662.48,4.58,232.37,645.36,0.9742,136.15,301.39,225.6,73.14,442.14,41.98,49.84,203.21,31.54,5,1.640383
study_block,735.48,4.85,240.87,553.81,0.753,108.2,284.14,210.88,60.91,393.01,45.0,54.41,160.8,28.05,5,1.689127
study_block,663.4,4.48,236.59,614.62,0.9265,116.52,317.8,239.26,74.06,418.95,46.43,31.02,195.67,31.49,5,1.612511
study_block,716.42,3.8,240.06,594.31,0.8296,143.43,315.5,207.17,67.21,404.11,28.55,44.64,190.21,19.84,4,1.557874
study_block,779.48,4.66,255.56,601.2,0.7713,122.34,281.93,238.84,54.77,404.07,44.46,27.71,197.13,34.48,5,1.6215
study_block,759.06,3.16,248.26,571.97,0.7535,129.31,323.43,212.25,72.84,416.09,53.56,51.84,155.88,22.01,5,1.647568
study_block,713.7,3.11,227.63,579.17,0.8115,138.46,273.58,211.83,70.55,420.99,52.91,44.22,158.18,36.41,5,1.677207
study_block,714.2,4.41,256.69,574.31,0.8041,115.48,328.21,247.75,47.59,403.7,58.91,43.32,170.61,31.95,5,1.703485
study_block,769.98,4.69,264.17,638.88,0.8297,118.85,289.64,233.97,71.75,429.14,48.3,50.78,209.74,19.7,4,1.628865
study_block,732.85,3.91,266.12,586.34,0.8001,109.48,301.87,228.96,68.94,401.92,27.18,55.37,184.42,13.96,4,1.553877
study_block,764.98,5.35,227.96,590.63,0.7721,121.01,308.86,209.54,59.39,426.2,47.11,24.4,164.43,30.56,5,1.556044
study_block,692.68,4.82,272.45,647.74,0.9351,125.84,317.39,223.52,58.93,446.26,53.9,24.78,201.48,23.92,5,1.549092
study_block,738.68,3.78,236.19,613.07,0.83,149.63,302.55,244.72,68.63,458.83,59.16,34.65,154.24,13.79,4,1.506538
study_block,661.33,5.16,226.66,654.61,0.9898,124.09,307.15,223.28,50.26,460.47,28.97,54.25,194.15,29.19,5,1.571931
study_block,728.23,2.84,248.71,587.92,0.8073,149.32,304.81,252.96,51.29,395.36,34.37,55.4,192.56,18.73,4,1.621543
study_block,754.3,2.69,240.71,579.2,0.7679,129.39,301.6,211.14,66.29,408.03,36.62,45.77,171.16,19.65,4,1.579612
study_block,744.96,4.93,276.45,600.16,0.8056,110.89,323.51,227.89,47.41,432.63,49.35,49.6,167.54,35.69,5,1.672389
study_block,775.71,3.99,272.5,620.47,0.7999,130.91,307.64,219.66,74.09,413.07,30.94,32.83,207.4,29.73,5,1.566308
study_block,725.8,2.69,272.31,571.36,0.7872,118.22,326.85,237.23,57.35,400.56,42.98,44.63,170.8,20.0,4,1.609992
study_block,697.99,3.84,238.24,611.26,0.8757,113.81,317.36,213.59,52.8,441.68,48.36,46.3,169.58,33.21,5,1.640041
study_block,717.79,3.0,275.45,663.84,0.9248,139.32,287.11,253.66,70.18,467.66,28.7,35.3,196.18,23.94,5,1.477193
study_block,747.0,2.88,235.62,602.52,0.8066,116.12,303.75,206.73,54.51,443.31,35.56,25.32,159.21,20.6,5,1.445025
study_block,698.14,3.71,249.97,602.23,0.8626,114.4,297.48,221.01,45.13,419.83,32.85,33.65,182.39,35.09,5,1.581254
study_block,753.39,5.33,278.84,637.92,0.8467,133.24,278.83,233.26,72.21,468.05,52.4,39.17,169.88,19.96,4,1.539746
study_block,711.89,3.42,244.1,639.03,0.8976,145.0,296.76,209.62,46.65,445.13,59.41,28.46,193.9,26.22,5,1.588681
study_block,739.78,4.12,246.73,600.0,0.8111,137.55,275.24,230.59,50.83,436.67,60.68,32.89,163.33,13.54,4,1.536923
study_block,694.49,5.06,242.18,645.01,0.9288,124.4,287.08,222.57,74.33,438.41,59.7,35.55,206.6,16.55,4,1.584497
study_block,772.4,3.37,268.34,590.68,0.7647,150.7,295.43,249.82,49.19,397.01,42.99,55.76,193.67,32.29,5,1.711941
study_block,732.21,2.7,277.61,559.35,0.7639,141.27,275.31,225.47,72.43,396.89,44.09,51.76,162.47,36.68,5,1.708396
study_block,708.03,3.65,253.23,627.08,0.8857,109.86,319.57,246.73,54.12,434.47,54.19,28.38,192.61,17.46,4,1.542604
study_block,728.3,5.0,248.35,578.69,0.7946,136.77,323.56,225.86,59.76,427.08,27.09,32.41,151.61,35.94,5,1.523651
study_block,746.3,4.74,254.86,566.74,0.7594,132.89,322.1,236.4,59.28,409.58,36.98,55.82,157.16,14.6,4,1.573626
study_block,747.19,2.68,239.18,580.32,0.7767,146.65,278.13,213.17,53.18,399.57,47.71,51.05,180.75,16.91,4,1.6366
study_block,708.73,4.04,265.99,634.33,0.895,116.06,275.67,242.63,61.31,462.97,37.43,40.95,171.36,35.47,5,1.569629
study_block,772.14,2.79,254.8,647.24,0.8382,144.23,270.77,230.91,56.19,456.15,37.84,45.93,191.1,29.52,5,1.58492
study_block,717.89,3.07,273.82,621.87,0.8663,134.99,319.88,231.28,60.96,417.23,30.69,28.95,204.65,18.31,4,1.489026
study_block,727.16,5.27,248.77,607.34,0.8352,121.71,291.75,245.85,71.69,450.5,43.58,26.44,156.84,32.65,5,1.525859
study_block,733.67,3.17,271.41,621.61,0.8473,114.26,283.59,211.27,48.91,451.09,52.56,24.92,170.52,32.55,5,1.558658
study_block,661.0,2.63,226.47,642.31,0.9717,142.89,300.81,207.96,48.57,445.27,29.8,48.79,197.04,31.18,5,1.584924
study_block,685.42,3.12,274.07,585.35,0.854,116.13,291.09,209.54,70.38,395.3,54.16,49.04,190.06,35.08,5,1.737868
study_block,781.86,3.23,254.21,636.77,0.8144,112.36,304.69,205.7,51.51,465.9,32.78,40.02,170.87,30.49,5,1.52491
study_block,676.82,3.14,250.25,616.65,0.9111,139.14,291.99,234.47,58.19,412.55,46.34,55.15,204.1,15.37,4,1.629758
study_block,784.08,2.84,279.08,575.76,0.7343,113.44,276.62,211.8,67.87,404.47,40.67,30.86,171.29,18.46,4,1.535894
study_block,748.66,4.3,238.72,587.01,0.7841,150.95,296.64,232.7,53.72,434.57,38.81,27.7,152.44,19.81,4,1.469233
study_block,769.75,3.04,279.92,559.28,0.7266,129.63,276.31,226.9,64.76,405.1,57.28,39.22,154.18,29.3,5,1.662521
study_block,661.9,5.43,223.88,575.51,0.8695,150.91,290.32,234.75,74.72,401.47,48.26,27.26,174.04,35.21,5,1.628491
study_block,667.19,3.32,267.37,650.56,0.9751,136.33,294.01,228.79,63.09,457.05,37.03,46.83,193.51,26.97,5,1.574535
study_block,706.62,3.99,257.7,595.5,0.8427,113.92,275.98,207.64,47.05,428.76,54.65,27.46,166.73,19.02,4,1.53849
study_block,744.94,2.79,224.59,640.72,0.8601,141.07,316.05,244.64,51.06,467.77,51.45,28.89,172.96,27.93,5,1.535938
study_block,742.69,5.36,221.9,594.92,0.801,126.94,324.9,224.18,54.44,429.22,39.37,51.51,165.7,26.12,5,1.609681
study_block,702.69,4.62,249.49,578.74,0.8236,113.92,312.94,229.37,48.28,426.77,47.04,51.53,151.97,20.27,5,1.601007
study_block,744.5,4.02,243.48,633.93,0.8515,129.77,328.25,235.85,55.58,442.81,47.6,39.23,191.12,33.5,5,1.625878
study_block,786.89,4.73,221.61,567.33,0.721,147.22,290.48,209.87,55.35,415.64,28.62,50.78,151.69,21.37,5,1.54775
study_block,700.03,5.23,223.93,607.78,0.8682,121.42,290.26,205.99,54.78,418.1,35.91,44.74,189.67,27.22,5,1.606797
study_block,714.53,4.26,279.15,643.15,0.9001,124.62,293.42,233.63,69.25,459.07,59.45,32.53,184.08,29.7,5,1.598776
study_block,664.01,4.34,241.8,614.17,0.9249,127.18,299.82,247.37,68.61,444.01,45.1,48.48,170.16,21.15,5,1.582245
study_block,767.65,3.18,264.57,600.11,0.7817,112.05,320.65,209.74,55.11,432.87,28.71,55.88,167.24,22.65,5,1.561371
study_block,659.42,3.41,268.25,632.61,0.9593,127.05,302.4,215.0,57.07,454.09,34.55,49.46,178.52,28.64,5,1.575179
study_block,737.49,5.09,254.61,622.06,0.8435,117.37,327.73,242.11,59.02,426.26,33.5,24.6,195.81,29.88,5,1.52273
study_block,781.2,4.38,251.34,619.48,0.793,124.03,278.86,212.52,65.56,432.62,54.69,37.88,186.87,26.59,5,1.624143
study_block,692.04,3.74,269.42,593.95,0.8583,136.43,285.39,235.06,57.18,424.83,56.89,26.06,169.12,17.89,4,1.539359
study_block,665.9,3.81,258.82,570.09,0.8561,109.63,279.56,211.82,52.75,405.35,56.78,38.85,164.74,26.44,5,1.654064
study_block,762.5,2.56,271.58,603.25,0.7912,111.69,306.1,248.36,72.02,442.69,57.69,54.84,160.56,24.66,5,1.650329
study_block,706.98,2.92,226.72,608.52,0.8607,140.32,325.98,231.1,69.87,419.07,30.25,54.18,189.45,30.38,5,1.626123
study_block,782.95,4.92,239.76,629.63,0.8042,133.71,293.4,242.42,52.08,464.52,58.84,31.62,165.11,15.93,4,1.50894
study_block,709.2,4.27,249.42,562.05,0.7925,124.49,326.92,220.82,57.71,401.54,61.92,38.06,160.51,19.1,4,1.632462
study_block,745.58,4.96,221.26,669.83,0.8984,150.54,306.35,247.07,64.87,467.07,60.73,35.62,202.77,30.18,5,1.616586
study_block,781.72,5.38,241.77,642.58,0.822,143.74,277.32,248.35,70.73,445.25,35.63,41.69,197.33,20.42,5,1.536875
study_block,704.39,4.97,234.13,636.36,0.9034,117.26,323.41,250.79,63.94,462.78,62.21,32.18,173.58,15.17,4,1.525572
study_block,773.13,5.32,248.27,625.72,0.8093,126.17,320.47,240.87,71.3,451.34,28.22,51.73,174.38,32.76,5,1.573895
study_block,764.83,4.94,264.27,647.86,0.8471,127.94,271.64,207.6,64.25,455.95,45.23,35.26,191.91,27.45,5,1.565136
study_block,738.22,2.75,229.47,611.45,0.8283,130.72,328.18,246.53,67.89,453.28,41.42,44.11,158.17,20.53,5,1.531089
study_block,768.57,3.28,261.25,642.42,0.8359,144.38,317.97,214.93,57.43,444.86,38.5,39.31,197.56,30.64,5,1.585105
study_block,675.46,5.27,258.83,666.8,0.9872,135.57,324.41,253.71,50.95,460.11,58.84,31.18,206.69,35.75,5,1.624945
study_block,748.18,3.6,276.83,577.56,0.772,113.16,313.12,226.76,72.6,403.5,42.44,32.33,174.06,15.14,4,1.532854
study_block,713.52,4.85,237.28,601.0,0.8423,129.74,277.81,247.82,63.0,443.89,52.69,30.1,157.11,33.69,5,1.584187
study_block,789.33,3.37,235.71,603.27,0.7643,135.18,324.44,223.48,65.53,412.64,42.06,37.07,190.63,16.5,4,1.556384
study_block,714.14,4.64,262.51,548.82,0.7685,140.39,285.37,209.76,46.76,390.83,38.64,46.18,157.99,29.48,5,1.648925
study_block,696.6,4.29,264.89,613.28,0.8804,110.0,285.22,235.98,54.08,408.79,62.88,54.06,204.49,36.21,5,1.766078
study_block,705.26,4.01,275.82,627.76,0.8901,146.63,277.92,220.87,60.91,419.67,47.14,42.58,208.08,19.25,4,1.606519
study_block,669.85,4.74,275.57,552.0,0.8241,120.45,322.62,235.65,67.85,399.35,31.6,51.89,152.65,33.04,5,1.63933
study_block,686.93,2.95,271.18,618.6,0.9005,136.93,317.89,207.66,49.46,415.04,38.36,55.83,203.56,31.33,5,1.674642
study_block,682.18,5.28,222.45,558.48,0.8187,123.69,312.54,229.26,59.79,392.87,52.41,37.97,165.61,36.88,5,1.696925
study_block,768.42,3.0,250.52,616.77,0.8026,120.0,323.45,234.28,62.51,459.35,30.37,51.78,157.42,17.34,4,1.488712
study_block,786.03,4.53,273.24,616.33,0.7841,109.14,310.88,239.03,56.83,432.08,41.99,26.46,184.25,31.44,5,1.557427
study_block,732.65,4.48,247.24,666.32,0.9095,150.03,305.65,205.29,74.09,466.1,32.54,26.59,200.22,32.94,5,1.499814
study_block,741.86,4.21,232.68,635.57,0.8567,110.14,308.62,221.16,46.67,466.07,53.34,47.5,169.49,35.98,5,1.639714
study_block,659.9,5.1,225.35,639.04,0.9684,145.5,279.78,243.97,53.55,466.15,41.36,29.7,172.88,36.16,5,1.540873
study_block,755.36,3.43,261.1,599.56,0.7937,113.78,309.93,246.6,60.38,442.33,44.67,37.84,157.24,32.35,5,1.585631
study_block,718.55,4.93,256.83,639.42,0.8899,127.1,295.56,207.02,55.25,460.83,47.27,37.54,178.59,31.16,5,1.581998
study_block,714.89,4.07,237.44,599.11,0.838,127.24,324.43,228.88,49.46,407.94,32.58,39.85,191.17,28.11,5,1.593038
study_block,667.89,2.73,222.71,662.72,0.9923,112.74,295.49,209.72,64.83,462.23,45.83,33.46,200.49,14.15,4,1.493428
study_block,729.59,4.48,230.77,575.56,0.7889,116.02,293.58,209.16,71.3,410.27,29.94,40.11,165.29,15.73,4,1.502948
study_block,691.67,5.4,272.28,614.28,0.8881,116.24,281.11,242.35,63.12,436.98,51.13,43.96,177.3,19.36,4,1.590947
study_block,772.03,3.93,261.51,580.57,0.752,146.23,327.95,235.09,59.6,398.51,27.21,27.73,182.06,17.12,4,1.47088
study_block,736.59,3.41,227.51,639.56,0.8683,108.61,276.71,205.79,74.12,467.91,51.26,46.09,171.64,22.48,5,1.573562
study_block,770.26,4.87,231.45,595.66,0.7733,121.24,297.81,228.7,45.65,406.74,50.39,37.95,188.92,28.03,5,1.648891
study_block,673.25,4.26,232.08,594.35,0.8828,133.05,320.03,207.55,45.24,402.19,61.7,39.09,192.16,33.64,5,1.713157
study_block,738.26,4.16,237.45,655.82,0.8883,129.45,299.17,234.55,63.34,447.05,57.55,47.59,208.77,27.3,5,1.659907
study_block,745.01,3.45,223.81,634.61,0.8518,147.29,295.03,228.67,59.84,455.34,52.71,40.91,179.27,23.13,5,1.583283
study_block,781.46,3.53,233.93,609.59,0.7801,117.67,324.54,221.96,63.06,417.74,27.75,33.22,191.85,17.61,4,1.484092
study_block,767.95,5.0,260.39,600.43,0.7819,140.32,317.76,244.99,70.34,442.56,37.56,46.76,157.87,36.04,5,1.606127
study_block,737.06,4.32,226.05,607.55,0.8243,126.3,329.63,220.18,51.28,412.6,51.01,28.13,194.96,17.79,4,1.558763
study_block,656.59,5.18,221.92,594.3,0.9051,110.8,295.84,235.88,48.62,391.45,39.85,29.08,202.85,32.87,5,1.620995
study_block,681.37,3.3,229.07,581.05,0.8528,138.37,300.92,238.47,66.19,410.63,39.79,25.49,170.42,34.07,5,1.5733
study_block,779.73,4.33,266.93,602.45,0.7726,149.68,319.42,207.1,48.16,425.03,57.3,27.55,177.43,15.54,4,1.539769
study_block,738.19,4.02,263.95,664.33,0.8999,112.37,308.83,221.73,49.13,459.67,32.65,33.35,204.66,23.6,5,1.497471
study_block,768.8,3.52,250.3,600.07,0.7805,111.75,292.35,242.74,55.82,425.13,54.69,31.85,174.94,32.42,5,1.627869
study_block,743.1,3.74,244.56,597.34,0.8038,128.19,321.14,244.73,55.85,402.13,42.18,31.3,195.21,32.24,5,1.621584
study_block,654.17,3.44,278.92,552.24,0.8442,115.23,273.69,242.96,64.81,401.65,56.02,54.2,150.6,15.03,4,1.640177
study_block,739.81,4.06,237.74,615.67,0.8322,125.69,310.85,232.68,54.13,462.2,49.74,46.83,153.47,28.85,5,1.590877
study_block,753.98,4.6,246.77,613.21,0.8133,117.03,302.67,244.42,64.56,462.74,37.07,40.89,150.47,35.09,5,1.54883
study_block,747.65,2.61,240.07,657.91,0.88,139.9,314.4,211.3,74.76,461.01,41.56,30.31,196.89,20.24,5,1.497087
study_block,689.75,2.58,267.8,580.53,0.8417,134.07,284.48,243.71,66.8,397.43,45.77,48.23,183.11,16.84,4,1.624646
study_block,788.17,2.64,259.06,552.43,0.7009,113.49,287.88,241.84,58.59,398.84,40.43,44.06,153.6,21.51,5,1.59745
study_block,787.61,4.1,255.73,663.77,0.8428,123.41,287.07,244.24,66.45,454.43,47.36,52.62,209.34,28.07,5,1.640969
study_block,744.14,4.97,241.68,628.33,0.8444,112.31,312.7,246.42,47.46,447.15,35.91,34.49,181.18,26.98,5,1.530334
study_block,658.71,4.26,251.14,639.66,0.9711,125.37,285.82,229.94,57.7,461.08,43.06,35.82,178.58,25.63,5,1.53795
study_block,711.61,2.88,262.67,643.86,0.9048,113.69,312.27,248.16,48.54,464.48,62.04,50.36,179.37,16.46,4,1.59768
study_block,679.77,4.3,244.52,622.66,0.916,113.32,304.31,207.01,49.6,427.87,60.99,35.82,194.79,35.84,5,1.679073
study_block,702.01,4.27,222.92,637.48,0.9081,147.35,323.34,215.78,69.57,469.28,44.49,49.32,168.2,16.41,4,1.527818
study_block,718.43,4.2,274.02,570.71,0.7944,142.38,298.51,241.0,63.17,399.79,58.34,37.36,170.92,26.75,5,1.664819
study_block,756.67,3.48,267.99,608.04,0.8036,137.24,294.58,216.64,56.86,430.38,43.2,38.37,177.66,33.79,5,1.617186
study_block,725.74,4.62,254.32,670.05,0.9233,143.03,312.44,233.05,48.71,466.65,53.49,44.67,203.4,33.78,5,1.641606
study_block,728.31,3.07,248.55,592.52,0.8136,147.46,277.22,251.81,50.39,405.39,47.77,25.69,187.12,26.69,5,1.585767
study_block,652.66,4.92,256.41,617.66,0.9464,125.68,272.7,248.1,45.7,452.94,52.4,52.4,164.72,23.66,5,1.614373
study_block,711.18,2.8,230.09,624.77,0.8785,114.34,285.33,209.48,54.2,423.19,38.43,32.23,201.58,15.75,4,1.512704
study_block,707.02,3.67,239.2,590.4,0.8351,126.16,289.45,223.78,69.83,403.54,38.71,24.87,186.87,14.4,4,1.487555
study_block,666.94,3.66,226.9,601.33,0.9016,110.67,297.89,225.35,59.53,406.2,48.1,39.78,195.13,31.06,5,1.66354
study_block,707.05,3.24,253.28,611.87,0.8654,142.55,288.28,225.34,47.52,408.7,36.69,54.83,203.17,29.2,5,1.664418
study_block,739.01,4.11,245.43,614.35,0.8313,148.11,297.1,205.05,58.94,406.28,40.44,55.53,208.07,31.77,5,1.693448
study_block,766.11,4.29,270.37,621.46,0.8112,124.73,291.09,236.61,62.55,413.14,27.02,53.87,208.32,24.57,5,1.599935
study_block,721.45,2.87,228.38,587.99,0.815,132.49,286.77,226.6,63.31,393.64,47.27,33.62,194.35,22.49,5,1.61482
study_block,784.04,3.86,234.76,606.39,0.7734,151.25,290.5,227.99,62.99,415.46,39.33,32.36,190.93,31.06,5,1.593904
study_block,652.22,4.52,244.79,634.13,0.9723,147.39,312.2,243.12,61.14,445.35,27.07,39.25,188.79,34.63,5,1.55045
study_block,760.22,4.52,241.18,596.58,0.7847,143.76,319.65,222.9,50.32,441.93,28.11,50.63,154.65,29.12,5,1.550675
study_block,757.52,3.16,221.19,596.27,0.7871,120.37,325.28,222.89,47.7,445.76,43.66,53.96,150.51,23.67,5,1.588119
study_block,735.88,3.34,274.27,607.32,0.8253,139.11,282.55,214.8,69.63,414.25,35.43,39.8,193.07,21.71,5,1.568145
study_block,705.45,4.2,260.94,643.74,0.9125,132.87,273.92,211.41,46.95,459.59,44.78,41.66,184.15,28.84,5,1.583981
study_block,686.35,4.53,279.52,599.27,0.8731,138.49,301.98,217.65,61.8,435.59,45.83,49.03,163.68,17.6,4,1.57385
study_block,713.55,3.8,279.71,653.49,0.9158,120.06,310.81,228.33,55.84,465.03,60.95,25.66,188.46,35.53,5,1.593265
study_block,756.26,2.52,231.68,624.18,0.8253,111.6,304.31,206.27,67.12,460.7,37.01,37.44,163.47,23.77,5,1.501985
study_block,786.93,4.38,225.8,578.37,0.735,129.12,318.48,234.63,63.79,423.91,36.0,29.26,154.47,20.46,5,1.483917
study_block,696.8,3.5,267.65,566.5,0.813,149.52,316.54,235.98,67.92,410.03,35.58,34.91,156.47,14.31,4,1.491
study_block,737.55,5.04,223.9,591.45,0.8019,113.61,325.15,227.1,54.04,436.31,29.18,25.07,155.13,20.52,5,1.419863
study_block,737.67,2.79,265.12,585.92,0.7943,118.26,305.97,237.99,45.32,395.26,47.13,33.44,190.65,22.15,5,1.608876
study_block,703.75,4.85,247.24,656.41,0.9327,122.44,281.55,210.13,62.86,453.61,49.29,34.87,202.8,35.5,5,1.61604
study_block,659.46,3.76,263.48,614.77,0.9322,127.56,284.59,244.85,46.81,453.15,47.64,44.4,161.62,19.15,4,1.549674
